Item Name,EnchantLevel,EnchantRatio,BreakRatio,MinDowngrade,MaxDowngrade,Gold
Black Dragon Illumia Gloves,2,100.0,0.0,0,0,6
Black Dragon Illumia Gloves,3,100.0,0.0,0,0,15
Black Dragon Illumia Gloves,4,100.0,0.0,0,0,31
Black Dragon Illumia Gloves,5,100.0,0.0,0,0,62
Black Dragon Illumia Gloves,6,100.0,0.0,0,0,124
Black Dragon Illumia Gloves,7,33.33,25.0,0,1,186
Black Dragon Illumia Gloves,8,33.33,25.0,0,1,279
Black Dragon Illumia Gloves,9,33.33,25.0,0,1,413
Black Dragon Illumia Gloves,10,33.33,25.0,0,1,620
Black Dragon Illumia Gloves,11,33.33,25.0,0,1,744
Black Dragon Illumia Gloves,12,33.33,25.0,0,2,868
Black Dragon Illumia Gloves,13,15.0,25.0,1,2,1033
Black Dragon Illumia Gloves,14,5.0,25.0,1,2,1550
Black Dragon Illumia Gloves,15,1.0,25.0,1,2,2480
Black Dragon Illumia Boots,1,100.0,0.0,0,0,2
Black Dragon Illumia Boots,2,100.0,0.0,0,0,7
Black Dragon Illumia Boots,3,100.0,0.0,0,0,17
Black Dragon Illumia Boots,4,100.0,0.0,0,0,35
Black Dragon Illumia Boots,5,100.0,0.0,0,0,70
Black Dragon Illumia Boots,6,100.0,0.0,0,0,140
Black Dragon Illumia Boots,7,33.33,25.0,0,1,210
Black Dragon Illumia Boots,8,33.33,25.0,0,1,315
Black Dragon Illumia Boots,9,33.33,25.0,0,1,467
Black Dragon Illumia Boots,10,33.33,25.0,0,1,700
Black Dragon Illumia Boots,11,33.33,25.0,0,1,840
Black Dragon Illumia Boots,12,33.33,25.0,0,2,980
Black Dragon Illumia Boots,13,15.0,25.0,1,2,1167
Black Dragon Illumia Boots,14,5.0,25.0,1,2,1751
Black Dragon Illumia Boots,15,1.0,25.0,1,2,2802
Black Dragon Illumia Axe,1,100.0,0.0,0,0,23
Black Dragon Illumia Axe,2,100.0,0.0,0,0,70
Black Dragon Illumia Axe,3,100.0,0.0,0,0,175
Black Dragon Illumia Axe,4,100.0,0.0,0,0,350
Black Dragon Illumia Axe,5,100.0,0.0,0,0,700
Black Dragon Illumia Axe,6,100.0,0.0,0,0,1401
Black Dragon Illumia Axe,7,33.33,25.0,0,1,2102
Black Dragon Illumia Axe,8,33.33,25.0,0,1,3153
Black Dragon Illumia Axe,9,33.33,25.0,0,1,4671
Black Dragon Illumia Axe,10,33.33,25.0,0,1,7006
Black Dragon Illumia Axe,11,33.33,25.0,0,1,8408
Black Dragon Illumia Axe,12,33.33,25.0,0,2,9809
Black Dragon Illumia Axe,13,15.0,25.0,1,2,11678
Black Dragon Illumia Axe,14,5.0,25.0,1,2,17517
Black Dragon Illumia Axe,15,1.0,25.0,1,2,28027
Black Dragon Illumia Hammer,1,100.0,0.0,0,0,23
Black Dragon Illumia Hammer,2,100.0,0.0,0,0,70
Black Dragon Illumia Hammer,3,100.0,0.0,0,0,175
Black Dragon Illumia Hammer,4,100.0,0.0,0,0,350
Black Dragon Illumia Hammer,5,100.0,0.0,0,0,700
Black Dragon Illumia Hammer,6,100.0,0.0,0,0,1401
Black Dragon Illumia Hammer,7,33.33,25.0,0,1,2102
Black Dragon Illumia Hammer,8,33.33,25.0,0,1,3153
Black Dragon Illumia Hammer,9,33.33,25.0,0,1,4671
Black Dragon Illumia Hammer,10,33.33,25.0,0,1,7006
Black Dragon Illumia Hammer,11,33.33,25.0,0,1,8408
Black Dragon Illumia Hammer,12,33.33,25.0,0,2,9809
Black Dragon Illumia Hammer,13,15.0,25.0,1,2,11678
Black Dragon Illumia Hammer,14,5.0,25.0,1,2,17517
Black Dragon Illumia Hammer,15,1.0,25.0,1,2,28027
Black Dragon Illumia Gauntlets,1,100.0,0.0,0,0,11
Black Dragon Illumia Gauntlets,2,100.0,0.0,0,0,35
Black Dragon Illumia Gauntlets,3,100.0,0.0,0,0,87
Black Dragon Illumia Gauntlets,4,100.0,0.0,0,0,175
Black Dragon Illumia Gauntlets,5,100.0,0.0,0,0,350
Black Dragon Illumia Gauntlets,6,100.0,0.0,0,0,700
Black Dragon Illumia Gauntlets,7,33.33,25.0,0,1,1051
Black Dragon Illumia Gauntlets,8,33.33,25.0,0,1,1576
Black Dragon Illumia Gauntlets,9,33.33,25.0,0,1,2335
Black Dragon Illumia Gauntlets,10,33.33,25.0,0,1,3503
Black Dragon Illumia Gauntlets,11,33.33,25.0,0,1,4204
Black Dragon Illumia Gauntlets,12,33.33,25.0,0,2,4904
Black Dragon Illumia Gauntlets,13,15.0,25.0,1,2,5839
Black Dragon Illumia Gauntlets,14,5.0,25.0,1,2,8758
Black Dragon Illumia Gauntlets,15,1.0,25.0,1,2,14013
