Item Name,EnchantLevel,EnchantRatio,BreakRatio,MinDowngrade,MaxDowngrade,Gold
Black Dragon Destroyer Pants,8,33.33,25.0,0,1,767
Black Dragon Destroyer Pants,9,33.33,25.0,0,1,1136
Black Dragon Destroyer Pants,10,33.33,25.0,0,1,1705
Black Dragon Destroyer Pants,11,33.33,25.0,0,1,2046
Black Dragon Destroyer Pants,12,33.33,25.0,0,2,2387
Black Dragon Destroyer Pants,13,15.0,25.0,1,2,2842
Black Dragon Destroyer Pants,14,5.0,25.0,1,2,4263
Black Dragon Destroyer Pants,15,1.0,25.0,1,2,6820
Black Dragon Destroyer Gloves,1,100.0,0.0,0,0,2
Black Dragon Destroyer Gloves,2,100.0,0.0,0,0,6
Black Dragon Destroyer Gloves,3,100.0,0.0,0,0,15
Black Dragon Destroyer Gloves,4,100.0,0.0,0,0,31
Black Dragon Destroyer Gloves,5,100.0,0.0,0,0,62
Black Dragon Destroyer Gloves,6,100.0,0.0,0,0,124
Black Dragon Destroyer Gloves,7,33.33,25.0,0,1,186
Black Dragon Destroyer Gloves,8,33.33,25.0,0,1,279
Black Dragon Destroyer Gloves,9,33.33,25.0,0,1,413
Black Dragon Destroyer Gloves,10,33.33,25.0,0,1,620
Black Dragon Destroyer Gloves,11,33.33,25.0,0,1,744
Black Dragon Destroyer Gloves,12,33.33,25.0,0,2,868
Black Dragon Destroyer Gloves,13,15.0,25.0,1,2,1033
Black Dragon Destroyer Gloves,14,5.0,25.0,1,2,1550
Black Dragon Destroyer Gloves,15,1.0,25.0,1,2,2480
Black Dragon Destroyer Boots,1,100.0,0.0,0,0,2
Black Dragon Destroyer Boots,2,100.0,0.0,0,0,7
Black Dragon Destroyer Boots,3,100.0,0.0,0,0,17
Black Dragon Destroyer Boots,4,100.0,0.0,0,0,35
Black Dragon Destroyer Boots,5,100.0,0.0,0,0,70
Black Dragon Destroyer Boots,6,100.0,0.0,0,0,140
Black Dragon Destroyer Boots,7,33.33,25.0,0,1,210
Black Dragon Destroyer Boots,8,33.33,25.0,0,1,315
Black Dragon Destroyer Boots,9,33.33,25.0,0,1,467
Black Dragon Destroyer Boots,10,33.33,25.0,0,1,700
Black Dragon Destroyer Boots,11,33.33,25.0,0,1,840
Black Dragon Destroyer Boots,12,33.33,25.0,0,2,980
Black Dragon Destroyer Boots,13,15.0,25.0,1,2,1167
Black Dragon Destroyer Boots,14,5.0,25.0,1,2,1751
Black Dragon Destroyer Boots,15,1.0,25.0,1,2,2802
Black Dragon Destroyer Sword,1,100.0,0.0,0,0,20
Black Dragon Destroyer Sword,2,100.0,0.0,0,0,62
Black Dragon Destroyer Sword,3,100.0,0.0,0,0,155
Black Dragon Destroyer Sword,4,100.0,0.0,0,0,310
Black Dragon Destroyer Sword,5,100.0,0.0,0,0,620
Black Dragon Destroyer Sword,6,100.0,0.0,0,0,1240
Black Dragon Destroyer Sword,7,33.33,25.0,0,1,1860
Black Dragon Destroyer Sword,8,33.33,25.0,0,1,2790
Black Dragon Destroyer Sword,9,33.33,25.0,0,1,4133
Black Dragon Destroyer Sword,10,33.33,25.0,0,1,6200
Black Dragon Destroyer Sword,11,33.33,25.0,0,1,7441
Black Dragon Destroyer Sword,12,33.33,25.0,0,2,8681
Black Dragon Destroyer Sword,13,15.0,25.0,1,2,10334
Black Dragon Destroyer Sword,14,5.0,25.0,1,2,15502
Black Dragon Destroyer Sword,15,1.0,25.0,1,2,24803
Black Dragon Destroyer Gauntlets,1,100.0,0.0,0,0,11
Black Dragon Destroyer Gauntlets,2,100.0,0.0,0,0,35
Black Dragon Destroyer Gauntlets,3,100.0,0.0,0,0,87
Black Dragon Destroyer Gauntlets,4,100.0,0.0,0,0,175
Black Dragon Destroyer Gauntlets,5,100.0,0.0,0,0,350
Black Dragon Destroyer Gauntlets,6,100.0,0.0,0,0,700
Black Dragon Destroyer Gauntlets,7,33.33,25.0,0,1,1051
Black Dragon Destroyer Gauntlets,8,33.33,25.0,0,1,1576
Black Dragon Destroyer Gauntlets,9,33.33,25.0,0,1,2335
Black Dragon Destroyer Gauntlets,10,33.33,25.0,0,1,3503
Black Dragon Destroyer Gauntlets,11,33.33,25.0,0,1,4204
Black Dragon Destroyer Gauntlets,12,33.33,25.0,0,2,4904
Black Dragon Destroyer Gauntlets,13,15.0,25.0,1,2,5839
Black Dragon Destroyer Gauntlets,14,5.0,25.0,1,2,8758
Black Dragon Destroyer Gauntlets,15,1.0,25.0,1,2,14013
