Item Name,EnchantLevel,EnchantRatio,BreakRatio,MinDowngrade,MaxDowngrade,Gold
Black Dragon Troublemaker Booties,11,33.33,25.0,0,1,744
Black Dragon Troublemaker Booties,12,33.33,25.0,0,2,868
Black Dragon Troublemaker Booties,13,15.0,25.0,1,2,1033
Black Dragon Troublemaker Booties,14,5.0,25.0,1,2,1550
Black Dragon Troublemaker Booties,15,1.0,25.0,1,2,2480
Black Dragon Troublemaker Shortbow,1,100.0,0.0,0,0,23
Black Dragon Troublemaker Shortbow,2,100.0,0.0,0,0,70
Black Dragon Troublemaker Shortbow,3,100.0,0.0,0,0,175
Black Dragon Troublemaker Shortbow,4,100.0,0.0,0,0,350
Black Dragon Troublemaker Shortbow,5,100.0,0.0,0,0,700
Black Dragon Troublemaker Shortbow,6,100.0,0.0,0,0,1401
Black Dragon Troublemaker Shortbow,7,33.33,25.0,0,1,2102
Black Dragon Troublemaker Shortbow,8,33.33,25.0,0,1,3153
Black Dragon Troublemaker Shortbow,9,33.33,25.0,0,1,4671
Black Dragon Troublemaker Shortbow,10,33.33,25.0,0,1,7006
Black Dragon Troublemaker Shortbow,11,33.33,25.0,0,1,8408
Black Dragon Troublemaker Shortbow,12,33.33,25.0,0,2,9809
Black Dragon Troublemaker Shortbow,13,15.0,25.0,1,2,11678
Black Dragon Troublemaker Shortbow,14,5.0,25.0,1,2,17517
Black Dragon Troublemaker Shortbow,15,1.0,25.0,1,2,28027
Black Dragon Troublemaker Quiver,1,100.0,0.0,0,0,11
Black Dragon Troublemaker Quiver,2,100.0,0.0,0,0,35
Black Dragon Troublemaker Quiver,3,100.0,0.0,0,0,87
Black Dragon Troublemaker Quiver,4,100.0,0.0,0,0,175
Black Dragon Troublemaker Quiver,5,100.0,0.0,0,0,350
Black Dragon Troublemaker Quiver,6,100.0,0.0,0,0,700
Black Dragon Troublemaker Quiver,7,33.33,25.0,0,1,1051
Black Dragon Troublemaker Quiver,8,33.33,25.0,0,1,1576
Black Dragon Troublemaker Quiver,9,33.33,25.0,0,1,2335
Black Dragon Troublemaker Quiver,10,33.33,25.0,0,1,3503
Black Dragon Troublemaker Quiver,11,33.33,25.0,0,1,4204
Black Dragon Troublemaker Quiver,12,33.33,25.0,0,2,4904
Black Dragon Troublemaker Quiver,13,15.0,25.0,1,2,5839
Black Dragon Troublemaker Quiver,14,5.0,25.0,1,2,8758
Black Dragon Troublemaker Quiver,15,1.0,25.0,1,2,14013
