Item Name,EnchantLevel,EnchantRatio,BreakRatio,MinDowngrade,MaxDowngrade,Gold
Black Dragon Coordinator Power Mitten,14,5.0,25.0,1,2,1751
Black Dragon Coordinator Power Mitten,15,1.0,25.0,1,2,2802
Black Dragon Coordinator Round Shoes,1,100.0,0.0,0,0,2
Black Dragon Coordinator Round Shoes,2,100.0,0.0,0,0,6
Black Dragon Coordinator Round Shoes,3,100.0,0.0,0,0,15
Black Dragon Coordinator Round Shoes,4,100.0,0.0,0,0,31
Black Dragon Coordinator Round Shoes,5,100.0,0.0,0,0,62
Black Dragon Coordinator Round Shoes,6,100.0,0.0,0,0,124
Black Dragon Coordinator Round Shoes,7,33.33,25.0,0,1,186
Black Dragon Coordinator Round Shoes,8,33.33,25.0,0,1,279
Black Dragon Coordinator Round Shoes,9,33.33,25.0,0,1,413
Black Dragon Coordinator Round Shoes,10,33.33,25.0,0,1,620
Black Dragon Coordinator Round Shoes,11,33.33,25.0,0,1,744
Black Dragon Coordinator Round Shoes,12,33.33,25.0,0,2,868
Black Dragon Coordinator Round Shoes,13,15.0,25.0,1,2,1033
Black Dragon Coordinator Round Shoes,14,5.0,25.0,1,2,1550
Black Dragon Coordinator Round Shoes,15,1.0,25.0,1,2,2480
Black Dragon Coordinator Cannon,1,100.0,0.0,0,0,20
Black Dragon Coordinator Cannon,2,100.0,0.0,0,0,62
Black Dragon Coordinator Cannon,3,100.0,0.0,0,0,155
Black Dragon Coordinator Cannon,4,100.0,0.0,0,0,310
Black Dragon Coordinator Cannon,5,100.0,0.0,0,0,620
Black Dragon Coordinator Cannon,6,100.0,0.0,0,0,1240
Black Dragon Coordinator Cannon,7,33.33,25.0,0,1,1860
Black Dragon Coordinator Cannon,8,33.33,25.0,0,1,2790
Black Dragon Coordinator Cannon,9,33.33,25.0,0,1,4133
Black Dragon Coordinator Cannon,10,33.33,25.0,0,1,6200
Black Dragon Coordinator Cannon,11,33.33,25.0,0,1,7441
Black Dragon Coordinator Cannon,12,33.33,25.0,0,2,8681
Black Dragon Coordinator Cannon,13,15.0,25.0,1,2,10334
Black Dragon Coordinator Cannon,14,5.0,25.0,1,2,15502
Black Dragon Coordinator Cannon,15,1.0,25.0,1,2,24803
Black Dragon Coordinator Mecha Glove,1,100.0,0.0,0,0,10
Black Dragon Coordinator Mecha Glove,2,100.0,0.0,0,0,31
Black Dragon Coordinator Mecha Glove,3,100.0,0.0,0,0,77
Black Dragon Coordinator Mecha Glove,4,100.0,0.0,0,0,155
Black Dragon Coordinator Mecha Glove,5,100.0,0.0,0,0,310
Black Dragon Coordinator Mecha Glove,6,100.0,0.0,0,0,620
Black Dragon Coordinator Mecha Glove,7,33.33,25.0,0,1,930
Black Dragon Coordinator Mecha Glove,8,33.33,25.0,0,1,1395
Black Dragon Coordinator Mecha Glove,9,33.33,25.0,0,1,2066
Black Dragon Coordinator Mecha Glove,10,33.33,25.0,0,1,3100
Black Dragon Coordinator Mecha Glove,11,33.33,25.0,0,1,3720
Black Dragon Coordinator Mecha Glove,12,33.33,25.0,0,2,4340
Black Dragon Coordinator Mecha Glove,13,15.0,25.0,1,2,5167
Black Dragon Coordinator Mecha Glove,14,5.0,25.0,1,2,7751
Black Dragon Coordinator Mecha Glove,15,1.0,25.0,1,2,12401
