Item Name,EnchantLevel,EnchantRatio,BreakRatio,MinDowngrade,MaxDowngrade,Gold
Black Dragon Meditation Dagger,2,100.0,0.0,0,0,62
Black Dragon Meditation Dagger,3,100.0,0.0,0,0,155
Black Dragon Meditation Dagger,4,100.0,0.0,0,0,310
Black Dragon Meditation Dagger,5,100.0,0.0,0,0,620
Black Dragon Meditation Dagger,6,100.0,0.0,0,0,1240
Black Dragon Meditation Dagger,7,33.33,25.0,0,1,1860
Black Dragon Meditation Dagger,8,33.33,25.0,0,1,2790
Black Dragon Meditation Dagger,9,33.33,25.0,0,1,4133
Black Dragon Meditation Dagger,10,33.33,25.0,0,1,6200
Black Dragon Meditation Dagger,11,33.33,25.0,0,1,7441
Black Dragon Meditation Dagger,12,33.33,25.0,0,2,8681
Black Dragon Meditation Dagger,13,15.0,25.0,1,2,10334
Black Dragon Meditation Dagger,14,5.0,25.0,1,2,15502
Black Dragon Meditation Dagger,15,1.0,25.0,1,2,24803
Black Dragon Meditation Arm Blade,1,100.0,0.0,0,0,10
Black Dragon Meditation Arm Blade,2,100.0,0.0,0,0,31
Black Dragon Meditation Arm Blade,3,100.0,0.0,0,0,77
Black Dragon Meditation Arm Blade,4,100.0,0.0,0,0,155
Black Dragon Meditation Arm Blade,5,100.0,0.0,0,0,310
Black Dragon Meditation Arm Blade,6,100.0,0.0,0,0,620
Black Dragon Meditation Arm Blade,7,33.33,25.0,0,1,930
Black Dragon Meditation Arm Blade,8,33.33,25.0,0,1,1395
Black Dragon Meditation Arm Blade,9,33.33,25.0,0,1,2066
Black Dragon Meditation Arm Blade,10,33.33,25.0,0,1,3100
Black Dragon Meditation Arm Blade,11,33.33,25.0,0,1,3720
Black Dragon Meditation Arm Blade,12,33.33,25.0,0,2,4340
Black Dragon Meditation Arm Blade,13,15.0,25.0,1,2,5167
Black Dragon Meditation Arm Blade,14,5.0,25.0,1,2,7751
Black Dragon Meditation Arm Blade,15,1.0,25.0,1,2,12401
