Item Name,EnchantLevel,EnchantRatio,BreakRatio,MinDowngrade,MaxDowngrade,Gold
Black Dragon Tracker Leggings,8,33.33,25.0,0,1,767
Black Dragon Tracker Leggings,9,33.33,25.0,0,1,1136
Black Dragon Tracker Leggings,10,33.33,25.0,0,1,1705
Black Dragon Tracker Leggings,11,33.33,25.0,0,1,2046
Black Dragon Tracker Leggings,12,33.33,25.0,0,2,2387
Black Dragon Tracker Leggings,13,15.0,25.0,1,2,2842
Black Dragon Tracker Leggings,14,5.0,25.0,1,2,4263
Black Dragon Tracker Leggings,15,1.0,25.0,1,2,6820
Black Dragon Tracker Mitten,1,100.0,0.0,0,0,2
Black Dragon Tracker Mitten,2,100.0,0.0,0,0,6
Black Dragon Tracker Mitten,3,100.0,0.0,0,0,15
Black Dragon Tracker Mitten,4,100.0,0.0,0,0,31
Black Dragon Tracker Mitten,5,100.0,0.0,0,0,62
Black Dragon Tracker Mitten,6,100.0,0.0,0,0,124
Black Dragon Tracker Mitten,7,33.33,25.0,0,1,186
Black Dragon Tracker Mitten,8,33.33,25.0,0,1,279
Black Dragon Tracker Mitten,9,33.33,25.0,0,1,413
Black Dragon Tracker Mitten,10,33.33,25.0,0,1,620
Black Dragon Tracker Mitten,11,33.33,25.0,0,1,744
Black Dragon Tracker Mitten,12,33.33,25.0,0,2,868
Black Dragon Tracker Mitten,13,15.0,25.0,1,2,1033
Black Dragon Tracker Mitten,14,5.0,25.0,1,2,1550
Black Dragon Tracker Mitten,15,1.0,25.0,1,2,2480
Black Dragon Tracker Booties,1,100.0,0.0,0,0,2
Black Dragon Tracker Booties,2,100.0,0.0,0,0,7
Black Dragon Tracker Booties,3,100.0,0.0,0,0,17
Black Dragon Tracker Booties,4,100.0,0.0,0,0,35
Black Dragon Tracker Booties,5,100.0,0.0,0,0,70
Black Dragon Tracker Booties,6,100.0,0.0,0,0,140
Black Dragon Tracker Booties,7,33.33,25.0,0,1,210
Black Dragon Tracker Booties,8,33.33,25.0,0,1,315
Black Dragon Tracker Booties,9,33.33,25.0,0,1,467
Black Dragon Tracker Booties,10,33.33,25.0,0,1,700
Black Dragon Tracker Booties,11,33.33,25.0,0,1,840
Black Dragon Tracker Booties,12,33.33,25.0,0,2,980
Black Dragon Tracker Booties,13,15.0,25.0,1,2,1167
Black Dragon Tracker Booties,14,5.0,25.0,1,2,1751
Black Dragon Tracker Booties,15,1.0,25.0,1,2,2802
Black Dragon Tracker Longbow,1,100.0,0.0,0,0,23
Black Dragon Tracker Longbow,2,100.0,0.0,0,0,70
Black Dragon Tracker Longbow,3,100.0,0.0,0,0,175
Black Dragon Tracker Longbow,4,100.0,0.0,0,0,350
Black Dragon Tracker Longbow,5,100.0,0.0,0,0,700
Black Dragon Tracker Longbow,6,100.0,0.0,0,0,1401
Black Dragon Tracker Longbow,7,33.33,25.0,0,1,2102
Black Dragon Tracker Longbow,8,33.33,25.0,0,1,3153
Black Dragon Tracker Longbow,9,33.33,25.0,0,1,4671
Black Dragon Tracker Longbow,10,33.33,25.0,0,1,7006
Black Dragon Tracker Longbow,11,33.33,25.0,0,1,8408
Black Dragon Tracker Longbow,12,33.33,25.0,0,2,9809
Black Dragon Tracker Longbow,13,15.0,25.0,1,2,11678
Black Dragon Tracker Longbow,14,5.0,25.0,1,2,17517
Black Dragon Tracker Longbow,15,1.0,25.0,1,2,28027
Black Dragon Tracker Crossbow,1,100.0,0.0,0,0,23
Black Dragon Tracker Crossbow,2,100.0,0.0,0,0,70
Black Dragon Tracker Crossbow,3,100.0,0.0,0,0,175
Black Dragon Tracker Crossbow,4,100.0,0.0,0,0,350
Black Dragon Tracker Crossbow,5,100.0,0.0,0,0,700
Black Dragon Tracker Crossbow,6,100.0,0.0,0,0,1401
Black Dragon Tracker Crossbow,7,33.33,25.0,0,1,2102
Black Dragon Tracker Crossbow,8,33.33,25.0,0,1,3153
Black Dragon Tracker Crossbow,9,33.33,25.0,0,1,4671
Black Dragon Tracker Crossbow,10,33.33,25.0,0,1,7006
Black Dragon Tracker Crossbow,11,33.33,25.0,0,1,8408
Black Dragon Tracker Crossbow,12,33.33,25.0,0,2,9809
Black Dragon Tracker Crossbow,13,15.0,25.0,1,2,11678
Black Dragon Tracker Crossbow,14,5.0,25.0,1,2,17517
Black Dragon Tracker Crossbow,15,1.0,25.0,1,2,28027
Black Dragon Tracker Quiver,1,100.0,0.0,0,0,10
Black Dragon Tracker Quiver,2,100.0,0.0,0,0,31
Black Dragon Tracker Quiver,3,100.0,0.0,0,0,77
Black Dragon Tracker Quiver,4,100.0,0.0,0,0,155
Black Dragon Tracker Quiver,5,100.0,0.0,0,0,310
Black Dragon Tracker Quiver,6,100.0,0.0,0,0,620
Black Dragon Tracker Quiver,7,33.33,25.0,0,1,930
Black Dragon Tracker Quiver,8,33.33,25.0,0,1,1395
Black Dragon Tracker Quiver,9,33.33,25.0,0,1,2066
Black Dragon Tracker Quiver,10,33.33,25.0,0,1,3100
Black Dragon Tracker Quiver,11,33.33,25.0,0,1,3720
Black Dragon Tracker Quiver,12,33.33,25.0,0,2,4340
Black Dragon Tracker Quiver,13,15.0,25.0,1,2,5167
Black Dragon Tracker Quiver,14,5.0,25.0,1,2,7751
Black Dragon Tracker Quiver,15,1.0,25.0,1,2,12401
