Item Name,EnchantLevel,EnchantRatio,BreakRatio,MinDowngrade,MaxDowngrade,Gold
Black Dragon Guardian Knight Cuffs,9,33.33,25.0,0,1,467
Black Dragon Guardian Knight Cuffs,10,33.33,25.0,0,1,700
Black Dragon Guardian Knight Cuffs,11,33.33,25.0,0,1,840
Black Dragon Guardian Knight Cuffs,12,33.33,25.0,0,2,980
Black Dragon Guardian Knight Cuffs,13,15.0,25.0,1,2,1167
Black Dragon Guardian Knight Cuffs,14,5.0,25.0,1,2,1751
Black Dragon Guardian Knight Cuffs,15,1.0,25.0,1,2,2802
Black Dragon Guardian Knight Shoes,1,100.0,0.0,0,0,2
Black Dragon Guardian Knight Shoes,2,100.0,0.0,0,0,7
Black Dragon Guardian Knight Shoes,3,100.0,0.0,0,0,17
Black Dragon Guardian Knight Shoes,4,100.0,0.0,0,0,35
Black Dragon Guardian Knight Shoes,5,100.0,0.0,0,0,70
Black Dragon Guardian Knight Shoes,6,100.0,0.0,0,0,140
Black Dragon Guardian Knight Shoes,7,33.33,25.0,0,1,210
Black Dragon Guardian Knight Shoes,8,33.33,25.0,0,1,315
Black Dragon Guardian Knight Shoes,9,33.33,25.0,0,1,467
Black Dragon Guardian Knight Shoes,10,33.33,25.0,0,1,700
Black Dragon Guardian Knight Shoes,11,33.33,25.0,0,1,840
Black Dragon Guardian Knight Shoes,12,33.33,25.0,0,2,980
Black Dragon Guardian Knight Shoes,13,15.0,25.0,1,2,1167
Black Dragon Guardian Knight Shoes,14,5.0,25.0,1,2,1751
Black Dragon Guardian Knight Shoes,15,1.0,25.0,1,2,2802
Black Dragon Guardian Knight Flail,1,100.0,0.0,0,0,20
Black Dragon Guardian Knight Flail,2,100.0,0.0,0,0,62
Black Dragon Guardian Knight Flail,3,100.0,0.0,0,0,155
Black Dragon Guardian Knight Flail,4,100.0,0.0,0,0,310
Black Dragon Guardian Knight Flail,5,100.0,0.0,0,0,620
Black Dragon Guardian Knight Flail,6,100.0,0.0,0,0,1240
Black Dragon Guardian Knight Flail,7,33.33,25.0,0,1,1860
Black Dragon Guardian Knight Flail,8,33.33,25.0,0,1,2790
Black Dragon Guardian Knight Flail,9,33.33,25.0,0,1,4133
Black Dragon Guardian Knight Flail,10,33.33,25.0,0,1,6200
Black Dragon Guardian Knight Flail,11,33.33,25.0,0,1,7441
Black Dragon Guardian Knight Flail,12,33.33,25.0,0,2,8681
Black Dragon Guardian Knight Flail,13,15.0,25.0,1,2,10334
Black Dragon Guardian Knight Flail,14,5.0,25.0,1,2,15502
Black Dragon Guardian Knight Flail,15,1.0,25.0,1,2,24803
Black Dragon Guardian Knight Mace,1,100.0,0.0,0,0,20
Black Dragon Guardian Knight Mace,2,100.0,0.0,0,0,62
Black Dragon Guardian Knight Mace,3,100.0,0.0,0,0,155
Black Dragon Guardian Knight Mace,4,100.0,0.0,0,0,310
Black Dragon Guardian Knight Mace,5,100.0,0.0,0,0,620
Black Dragon Guardian Knight Mace,6,100.0,0.0,0,0,1240
Black Dragon Guardian Knight Mace,7,33.33,25.0,0,1,1860
Black Dragon Guardian Knight Mace,8,33.33,25.0,0,1,2790
Black Dragon Guardian Knight Mace,9,33.33,25.0,0,1,4133
Black Dragon Guardian Knight Mace,10,33.33,25.0,0,1,6200
Black Dragon Guardian Knight Mace,11,33.33,25.0,0,1,7441
Black Dragon Guardian Knight Mace,12,33.33,25.0,0,2,8681
Black Dragon Guardian Knight Mace,13,15.0,25.0,1,2,10334
Black Dragon Guardian Knight Mace,14,5.0,25.0,1,2,15502
Black Dragon Guardian Knight Mace,15,1.0,25.0,1,2,24803
Black Dragon Guardian Knight Shield,1,100.0,0.0,0,0,11
Black Dragon Guardian Knight Shield,2,100.0,0.0,0,0,35
Black Dragon Guardian Knight Shield,3,100.0,0.0,0,0,87
Black Dragon Guardian Knight Shield,4,100.0,0.0,0,0,175
Black Dragon Guardian Knight Shield,5,100.0,0.0,0,0,350
Black Dragon Guardian Knight Shield,6,100.0,0.0,0,0,700
Black Dragon Guardian Knight Shield,7,33.33,25.0,0,1,1051
Black Dragon Guardian Knight Shield,8,33.33,25.0,0,1,1576
Black Dragon Guardian Knight Shield,9,33.33,25.0,0,1,2335
Black Dragon Guardian Knight Shield,10,33.33,25.0,0,1,3503
Black Dragon Guardian Knight Shield,11,33.33,25.0,0,1,4204
Black Dragon Guardian Knight Shield,12,33.33,25.0,0,2,4904
Black Dragon Guardian Knight Shield,13,15.0,25.0,1,2,5839
Black Dragon Guardian Knight Shield,14,5.0,25.0,1,2,8758
Black Dragon Guardian Knight Shield,15,1.0,25.0,1,2,14013
