Item Name,EnchantLevel,EnchantRatio,BreakRatio,MinDowngrade,MaxDowngrade,Gold
Ancient Totem Chori,8,40.0,25.0,0,2,1
Ancient Totem Chori,9,35.0,25.0,0,2,1
Ancient Totem Chori,10,30.0,25.0,1,2,2
Ancient Totem Chori,11,25.0,25.0,1,2,3
Ancient Totem Chori,12,20.0,25.0,1,2,5
Ancient Totem Chori,13,15.0,25.0,1,2,8
Ancient Totem Chori,14,5.0,25.0,1,2,12
Ancient Totem Chori,15,1.0,25.0,1,2,21
Ancient Totem Crossbow,1,100.0,0.0,0,0,1
Ancient Totem Crossbow,2,100.0,0.0,0,0,1
Ancient Totem Crossbow,3,100.0,0.0,0,0,1
Ancient Totem Crossbow,4,100.0,0.0,0,0,2
Ancient Totem Crossbow,5,100.0,0.0,0,0,2
Ancient Totem Crossbow,6,100.0,0.0,0,0,2
Ancient Totem Crossbow,7,45.0,25.0,0,1,3
Ancient Totem Crossbow,8,40.0,25.0,0,2,3
Ancient Totem Crossbow,9,35.0,25.0,0,2,3
Ancient Totem Crossbow,10,30.0,25.0,1,2,6
Ancient Totem Crossbow,11,25.0,25.0,1,2,9
Ancient Totem Crossbow,12,20.0,25.0,1,2,14
Ancient Totem Crossbow,13,15.0,25.0,1,2,24
Ancient Totem Crossbow,14,5.0,25.0,1,2,36
Ancient Totem Crossbow,15,1.0,25.0,1,2,61
Ancient Totem Cuffs,1,100.0,0.0,0,0,0
Ancient Totem Cuffs,2,100.0,0.0,0,0,0
Ancient Totem Cuffs,3,100.0,0.0,0,0,0
Ancient Totem Cuffs,4,100.0,0.0,0,0,0
Ancient Totem Cuffs,5,100.0,0.0,0,0,0
Ancient Totem Cuffs,6,100.0,0.0,0,0,0
Ancient Totem Cuffs,7,45.0,25.0,0,1,0
Ancient Totem Cuffs,8,40.0,25.0,0,2,0
Ancient Totem Cuffs,9,35.0,25.0,0,2,0
Ancient Totem Cuffs,10,30.0,25.0,1,2,0
Ancient Totem Cuffs,11,25.0,25.0,1,2,0
Ancient Totem Cuffs,12,20.0,25.0,1,2,1
Ancient Totem Cuffs,13,15.0,25.0,1,2,2
Ancient Totem Cuffs,14,5.0,25.0,1,2,3
Ancient Totem Cuffs,15,1.0,25.0,1,2,6
Ancient Totem Dagger,1,100.0,0.0,0,0,1
Ancient Totem Dagger,2,100.0,0.0,0,0,1
Ancient Totem Dagger,3,100.0,0.0,0,0,1
Ancient Totem Dagger,4,100.0,0.0,0,0,2
Ancient Totem Dagger,5,100.0,0.0,0,0,2
Ancient Totem Dagger,6,100.0,0.0,0,0,2
Ancient Totem Dagger,7,45.0,25.0,0,1,3
Ancient Totem Dagger,8,40.0,25.0,0,2,3
Ancient Totem Dagger,9,35.0,25.0,0,2,3
Ancient Totem Dagger,10,30.0,25.0,1,2,6
Ancient Totem Dagger,11,25.0,25.0,1,2,9
Ancient Totem Dagger,12,20.0,25.0,1,2,14
Ancient Totem Dagger,13,15.0,25.0,1,2,24
Ancient Totem Dagger,14,5.0,25.0,1,2,36
Ancient Totem Dagger,15,1.0,25.0,1,2,61
Ancient Totem Fan,1,100.0,0.0,0,0,1
Ancient Totem Fan,2,100.0,0.0,0,0,1
Ancient Totem Fan,3,100.0,0.0,0,0,1
Ancient Totem Fan,4,100.0,0.0,0,0,2
Ancient Totem Fan,5,100.0,0.0,0,0,2
Ancient Totem Fan,6,100.0,0.0,0,0,2
Ancient Totem Fan,7,45.0,25.0,0,1,3
Ancient Totem Fan,8,40.0,25.0,0,2,3
Ancient Totem Fan,9,35.0,25.0,0,2,3
Ancient Totem Fan,10,30.0,25.0,1,2,6
Ancient Totem Fan,11,25.0,25.0,1,2,9
Ancient Totem Fan,12,20.0,25.0,1,2,14
Ancient Totem Fan,13,15.0,25.0,1,2,24
Ancient Totem Fan,14,5.0,25.0,1,2,36
Ancient Totem Fan,15,1.0,25.0,1,2,61
Ancient Totem Flail,1,100.0,0.0,0,0,1
Ancient Totem Flail,2,100.0,0.0,0,0,1
Ancient Totem Flail,3,100.0,0.0,0,0,1
Ancient Totem Flail,4,100.0,0.0,0,0,2
Ancient Totem Flail,5,100.0,0.0,0,0,2
Ancient Totem Flail,6,100.0,0.0,0,0,2
Ancient Totem Flail,7,45.0,25.0,0,1,3
Ancient Totem Flail,8,40.0,25.0,0,2,3
Ancient Totem Flail,9,35.0,25.0,0,2,3
Ancient Totem Flail,10,30.0,25.0,1,2,6
Ancient Totem Flail,11,25.0,25.0,1,2,9
Ancient Totem Flail,12,20.0,25.0,1,2,14
Ancient Totem Flail,13,15.0,25.0,1,2,24
Ancient Totem Flail,14,5.0,25.0,1,2,36
Ancient Totem Flail,15,1.0,25.0,1,2,61
Ancient Totem Galero,1,100.0,0.0,0,0,0
Ancient Totem Galero,2,100.0,0.0,0,0,0
Ancient Totem Galero,3,100.0,0.0,0,0,0
Ancient Totem Galero,4,100.0,0.0,0,0,0
Ancient Totem Galero,5,100.0,0.0,0,0,0
Ancient Totem Galero,6,100.0,0.0,0,0,0
Ancient Totem Galero,7,45.0,25.0,0,1,0
Ancient Totem Galero,8,40.0,25.0,0,2,0
Ancient Totem Galero,9,35.0,25.0,0,2,0
Ancient Totem Galero,10,30.0,25.0,1,2,1
Ancient Totem Galero,11,25.0,25.0,1,2,1
Ancient Totem Galero,12,20.0,25.0,1,2,2
Ancient Totem Galero,13,15.0,25.0,1,2,4
Ancient Totem Galero,14,5.0,25.0,1,2,6
Ancient Totem Galero,15,1.0,25.0,1,2,10
Ancient Totem Gauntlets,1,100.0,0.0,0,0,0
Ancient Totem Gauntlets,2,100.0,0.0,0,0,0
Ancient Totem Gauntlets,3,100.0,0.0,0,0,0
Ancient Totem Gauntlets,4,100.0,0.0,0,0,1
Ancient Totem Gauntlets,5,100.0,0.0,0,0,1
Ancient Totem Gauntlets,6,100.0,0.0,0,0,1
Ancient Totem Gauntlets,7,45.0,25.0,0,1,1
Ancient Totem Gauntlets,8,40.0,25.0,0,2,1
Ancient Totem Gauntlets,9,35.0,25.0,0,2,1
Ancient Totem Gauntlets,10,30.0,25.0,1,2,3
Ancient Totem Gauntlets,11,25.0,25.0,1,2,4
Ancient Totem Gauntlets,12,20.0,25.0,1,2,7
Ancient Totem Gauntlets,13,15.0,25.0,1,2,12
Ancient Totem Gauntlets,14,5.0,25.0,1,2,18
Ancient Totem Gauntlets,15,1.0,25.0,1,2,30
Ancient Totem Gloves,1,100.0,0.0,0,0,0
Ancient Totem Gloves,2,100.0,0.0,0,0,0
Ancient Totem Gloves,3,100.0,0.0,0,0,0
Ancient Totem Gloves,4,100.0,0.0,0,0,0
Ancient Totem Gloves,5,100.0,0.0,0,0,0
Ancient Totem Gloves,6,100.0,0.0,0,0,0
Ancient Totem Gloves,7,45.0,25.0,0,1,0
Ancient Totem Gloves,8,40.0,25.0,0,2,0
Ancient Totem Gloves,9,35.0,25.0,0,2,0
Ancient Totem Gloves,10,30.0,25.0,1,2,0
Ancient Totem Gloves,11,25.0,25.0,1,2,0
Ancient Totem Gloves,12,20.0,25.0,1,2,1
Ancient Totem Gloves,13,15.0,25.0,1,2,2
Ancient Totem Gloves,14,5.0,25.0,1,2,3
Ancient Totem Gloves,15,1.0,25.0,1,2,6
Ancient Totem Greaves,1,100.0,0.0,0,0,0
Ancient Totem Greaves,2,100.0,0.0,0,0,0
Ancient Totem Greaves,3,100.0,0.0,0,0,0
Ancient Totem Greaves,4,100.0,0.0,0,0,0
Ancient Totem Greaves,5,100.0,0.0,0,0,0
Ancient Totem Greaves,6,100.0,0.0,0,0,0
Ancient Totem Greaves,7,45.0,25.0,0,1,0
Ancient Totem Greaves,8,40.0,25.0,0,2,0
Ancient Totem Greaves,9,35.0,25.0,0,2,1
Ancient Totem Greaves,10,30.0,25.0,1,2,1
Ancient Totem Greaves,11,25.0,25.0,1,2,2
Ancient Totem Greaves,12,20.0,25.0,1,2,4
Ancient Totem Greaves,13,15.0,25.0,1,2,6
Ancient Totem Greaves,14,5.0,25.0,1,2,10
Ancient Totem Greaves,15,1.0,25.0,1,2,16
Ancient Totem Hammer,1,100.0,0.0,0,0,1
Ancient Totem Hammer,2,100.0,0.0,0,0,1
Ancient Totem Hammer,3,100.0,0.0,0,0,1
Ancient Totem Hammer,4,100.0,0.0,0,0,2
Ancient Totem Hammer,5,100.0,0.0,0,0,2
Ancient Totem Hammer,6,100.0,0.0,0,0,2
Ancient Totem Hammer,7,45.0,25.0,0,1,3
Ancient Totem Hammer,8,40.0,25.0,0,2,3
Ancient Totem Hammer,9,35.0,25.0,0,2,3
Ancient Totem Hammer,10,30.0,25.0,1,2,6
Ancient Totem Hammer,11,25.0,25.0,1,2,9
Ancient Totem Hammer,12,20.0,25.0,1,2,14
Ancient Totem Hammer,13,15.0,25.0,1,2,24
Ancient Totem Hammer,14,5.0,25.0,1,2,36
Ancient Totem Hammer,15,1.0,25.0,1,2,61
Ancient Totem Headband,1,100.0,0.0,0,0,0
Ancient Totem Headband,2,100.0,0.0,0,0,0
Ancient Totem Headband,3,100.0,0.0,0,0,0
Ancient Totem Headband,4,100.0,0.0,0,0,0
Ancient Totem Headband,5,100.0,0.0,0,0,0
Ancient Totem Headband,6,100.0,0.0,0,0,0
Ancient Totem Headband,7,45.0,25.0,0,1,0
Ancient Totem Headband,8,40.0,25.0,0,2,0
Ancient Totem Headband,9,35.0,25.0,0,2,0
Ancient Totem Headband,10,30.0,25.0,1,2,1
Ancient Totem Headband,11,25.0,25.0,1,2,1
Ancient Totem Headband,12,20.0,25.0,1,2,2
Ancient Totem Headband,13,15.0,25.0,1,2,4
Ancient Totem Headband,14,5.0,25.0,1,2,6
Ancient Totem Headband,15,1.0,25.0,1,2,10
Ancient Totem Heels,1,100.0,0.0,0,0,0
Ancient Totem Heels,2,100.0,0.0,0,0,0
Ancient Totem Heels,3,100.0,0.0,0,0,0
Ancient Totem Heels,4,100.0,0.0,0,0,0
Ancient Totem Heels,5,100.0,0.0,0,0,0
Ancient Totem Heels,6,100.0,0.0,0,0,0
Ancient Totem Heels,7,45.0,25.0,0,1,0
Ancient Totem Heels,8,40.0,25.0,0,2,0
Ancient Totem Heels,9,35.0,25.0,0,2,0
Ancient Totem Heels,10,30.0,25.0,1,2,0
Ancient Totem Heels,11,25.0,25.0,1,2,0
Ancient Totem Heels,12,20.0,25.0,1,2,1
Ancient Totem Heels,13,15.0,25.0,1,2,2
Ancient Totem Heels,14,5.0,25.0,1,2,3
Ancient Totem Heels,15,1.0,25.0,1,2,6
Ancient Totem Helmet,1,100.0,0.0,0,0,0
Ancient Totem Helmet,2,100.0,0.0,0,0,0
Ancient Totem Helmet,3,100.0,0.0,0,0,0
Ancient Totem Helmet,4,100.0,0.0,0,0,0
Ancient Totem Helmet,5,100.0,0.0,0,0,0
Ancient Totem Helmet,6,100.0,0.0,0,0,0
Ancient Totem Helmet,7,45.0,25.0,0,1,0
Ancient Totem Helmet,8,40.0,25.0,0,2,0
Ancient Totem Helmet,9,35.0,25.0,0,2,0
Ancient Totem Helmet,10,30.0,25.0,1,2,1
Ancient Totem Helmet,11,25.0,25.0,1,2,1
Ancient Totem Helmet,12,20.0,25.0,1,2,2
Ancient Totem Helmet,13,15.0,25.0,1,2,4
Ancient Totem Helmet,14,5.0,25.0,1,2,6
Ancient Totem Helmet,15,1.0,25.0,1,2,10
Ancient Totem Jutti,1,100.0,0.0,0,0,0
Ancient Totem Jutti,2,100.0,0.0,0,0,0
Ancient Totem Jutti,3,100.0,0.0,0,0,0
Ancient Totem Jutti,4,100.0,0.0,0,0,0
Ancient Totem Jutti,5,100.0,0.0,0,0,0
Ancient Totem Jutti,6,100.0,0.0,0,0,0
Ancient Totem Jutti,7,45.0,25.0,0,1,0
Ancient Totem Jutti,8,40.0,25.0,0,2,0
Ancient Totem Jutti,9,35.0,25.0,0,2,0
Ancient Totem Jutti,10,30.0,25.0,1,2,0
Ancient Totem Jutti,11,25.0,25.0,1,2,0
Ancient Totem Jutti,12,20.0,25.0,1,2,1
Ancient Totem Jutti,13,15.0,25.0,1,2,2
Ancient Totem Jutti,14,5.0,25.0,1,2,3
Ancient Totem Jutti,15,1.0,25.0,1,2,6
Ancient Totem Knee Socks,1,100.0,0.0,0,0,0
Ancient Totem Knee Socks,2,100.0,0.0,0,0,0
Ancient Totem Knee Socks,3,100.0,0.0,0,0,0
Ancient Totem Knee Socks,4,100.0,0.0,0,0,0
Ancient Totem Knee Socks,5,100.0,0.0,0,0,0
Ancient Totem Knee Socks,6,100.0,0.0,0,0,0
Ancient Totem Knee Socks,7,45.0,25.0,0,1,0
Ancient Totem Knee Socks,8,40.0,25.0,0,2,0
Ancient Totem Knee Socks,9,35.0,25.0,0,2,1
Ancient Totem Knee Socks,10,30.0,25.0,1,2,1
Ancient Totem Knee Socks,11,25.0,25.0,1,2,2
Ancient Totem Knee Socks,12,20.0,25.0,1,2,4
Ancient Totem Knee Socks,13,15.0,25.0,1,2,6
Ancient Totem Knee Socks,14,5.0,25.0,1,2,10
Ancient Totem Knee Socks,15,1.0,25.0,1,2,16
Ancient Totem Leggings,1,100.0,0.0,0,0,0
Ancient Totem Leggings,2,100.0,0.0,0,0,0
Ancient Totem Leggings,3,100.0,0.0,0,0,0
Ancient Totem Leggings,4,100.0,0.0,0,0,0
Ancient Totem Leggings,5,100.0,0.0,0,0,0
Ancient Totem Leggings,6,100.0,0.0,0,0,0
Ancient Totem Leggings,7,45.0,25.0,0,1,0
Ancient Totem Leggings,8,40.0,25.0,0,2,0
Ancient Totem Leggings,9,35.0,25.0,0,2,1
Ancient Totem Leggings,10,30.0,25.0,1,2,1
Ancient Totem Leggings,11,25.0,25.0,1,2,2
Ancient Totem Leggings,12,20.0,25.0,1,2,4
Ancient Totem Leggings,13,15.0,25.0,1,2,6
Ancient Totem Leggings,14,5.0,25.0,1,2,10
Ancient Totem Leggings,15,1.0,25.0,1,2,16
Ancient Totem Longbow,1,100.0,0.0,0,0,1
Ancient Totem Longbow,2,100.0,0.0,0,0,1
Ancient Totem Longbow,3,100.0,0.0,0,0,1
Ancient Totem Longbow,4,100.0,0.0,0,0,2
Ancient Totem Longbow,5,100.0,0.0,0,0,2
Ancient Totem Longbow,6,100.0,0.0,0,0,2
Ancient Totem Longbow,7,45.0,25.0,0,1,3
Ancient Totem Longbow,8,40.0,25.0,0,2,3
Ancient Totem Longbow,9,35.0,25.0,0,2,3
Ancient Totem Longbow,10,30.0,25.0,1,2,6
Ancient Totem Longbow,11,25.0,25.0,1,2,9
Ancient Totem Longbow,12,20.0,25.0,1,2,14
Ancient Totem Longbow,13,15.0,25.0,1,2,24
Ancient Totem Longbow,14,5.0,25.0,1,2,36
Ancient Totem Longbow,15,1.0,25.0,1,2,61
Ancient Totem Mace,1,100.0,0.0,0,0,1
Ancient Totem Mace,2,100.0,0.0,0,0,1
Ancient Totem Mace,3,100.0,0.0,0,0,1
Ancient Totem Mace,4,100.0,0.0,0,0,2
Ancient Totem Mace,5,100.0,0.0,0,0,2
Ancient Totem Mace,6,100.0,0.0,0,0,2
Ancient Totem Mace,7,45.0,25.0,0,1,3
Ancient Totem Mace,8,40.0,25.0,0,2,3
Ancient Totem Mace,9,35.0,25.0,0,2,3
Ancient Totem Mace,10,30.0,25.0,1,2,6
Ancient Totem Mace,11,25.0,25.0,1,2,9
Ancient Totem Mace,12,20.0,25.0,1,2,14
Ancient Totem Mace,13,15.0,25.0,1,2,24
Ancient Totem Mace,14,5.0,25.0,1,2,36
Ancient Totem Mace,15,1.0,25.0,1,2,61
Ancient Totem Mask,1,100.0,0.0,0,0,0
Ancient Totem Mask,2,100.0,0.0,0,0,0
Ancient Totem Mask,3,100.0,0.0,0,0,0
Ancient Totem Mask,4,100.0,0.0,0,0,0
Ancient Totem Mask,5,100.0,0.0,0,0,0
Ancient Totem Mask,6,100.0,0.0,0,0,0
Ancient Totem Mask,7,45.0,25.0,0,1,0
Ancient Totem Mask,8,40.0,25.0,0,2,0
Ancient Totem Mask,9,35.0,25.0,0,2,0
Ancient Totem Mask,10,30.0,25.0,1,2,1
Ancient Totem Mask,11,25.0,25.0,1,2,1
Ancient Totem Mask,12,20.0,25.0,1,2,2
Ancient Totem Mask,13,15.0,25.0,1,2,4
Ancient Totem Mask,14,5.0,25.0,1,2,6
Ancient Totem Mask,15,1.0,25.0,1,2,10
Ancient Totem Mecha Glove,1,100.0,0.0,0,0,0
